elo_diff,form_diff,is_neutral,tournament_weight,avg_goals_diff,defense_diff,is_major_tournament,h2h_home_wins,outcome,date,home_team,away_team
-85.00999999999999,-9,0,0.5,,,0,0,0,2013-12-28,Galicia,Occitania
-151.8699999999999,-6,1,1.0,0.2999999999999998,0.5999999999999999,1,1,0,2013-12-29,Lebanon,Kuwait
-22.700000000000045,-5,0,0.5,0.5666666666666667,1.0666666666666667,0,0,2,2013-12-30,Catalonia,Cape Verde
-86.21000000000004,-4,1,1.0,0.09999999999999998,0.10000000000000009,1,2,1,2013-12-31,Iraq,Oman
3.9199999999998454,5,0,1.0,0.5999999999999999,-0.29999999999999993,1,0,2,2013-12-31,Qatar,Saudi Arabia
5.259999999999991,3,1,1.0,1.4,1.5,1,0,0,2014-01-01,Kuwait,Jordan
143.6500000000001,3,0,0.5,1.3,0.7999999999999999,0,4,2,2014-01-04,Nigeria,Ethiopia
-47.32999999999993,3,0,1.0,0.5,0.6000000000000001,1,1,2,2014-01-04,Qatar,Kuwait
-101.13000000000011,1,1,1.0,0.30000000000000004,0.7000000000000001,1,2,0,2014-01-04,Bahrain,Jordan
-190.1199999999999,-2,0,0.5,-0.7,0.5,0,0,0,2014-01-04,Namibia,Ghana
-67.21000000000004,-1,1,1.0,-0.5,0.5,1,0,1,2014-01-07,Bahrain,Kuwait
-67.85000000000014,5,0,1.0,1.4,0.7999999999999999,1,0,2,2014-01-07,Qatar,Jordan
-21.819999999999936,3,1,0.5,1.5,0.09999999999999987,0,0,2,2014-01-07,Zimbabwe,Gabon
-59.929999999999836,7,1,0.5,-0.20000000000000007,0.09999999999999987,0,0,0,2014-01-15,Moldova,Norway
-225.3499999999999,1,1,0.5,-0.6000000000000001,-0.30000000000000004,0,0,0,2014-01-17,Moldova,Sweden
-32.330000000000155,0,1,0.5,-0.5,-0.09999999999999987,0,0,0,2014-01-18,Norway,Poland
-140.19000000000005,3,1,0.5,-0.5,-0.09999999999999987,0,0,0,2014-01-20,Moldova,Poland
-169.8599999999999,2,1,0.5,-0.40000000000000013,0.4,0,0,0,2014-01-21,Iceland,Sweden
51.5,1,0,0.5,1.8,-0.09999999999999998,0,0,2,2014-01-22,Chile,Costa Rica
42.850000000000136,0,0,0.5,-0.2999999999999998,0.8999999999999999,0,0,1,2014-01-24,Oman,Finland
3.0900000000001455,-2,1,0.5,0.3999999999999999,1.5,0,0,0,2014-01-25,Costa Rica,South Korea
40.3599999999999,0,1,0.5,0.5999999999999999,0.5999999999999999,0,0,2,2014-01-29,Mexico,South Korea
-38.8599999999999,-1,0,1.0,0.4,1.0,1,1,1,2014-01-31,Oman,Jordan
109.46000000000004,1,0,0.5,1.6,1.7000000000000002,0,0,2,2014-02-01,United States,South Korea
-139.1099999999999,1,0,1.0,1.2000000000000002,0.29999999999999993,1,0,0,2014-02-04,Singapore,Jordan
19.3599999999999,-5,0,0.5,0.7000000000000001,0.19999999999999996,0,0,2,2014-02-19,Lebanon,Pakistan
-108.72000000000003,-1,1,0.5,-1.1,-0.09999999999999998,0,1,2,2014-02-21,Iraq,North Korea
-70.25,-1,1,0.5,-1.4,-2.8,0,0,2,2014-02-23,Sealand,Chagos Islands
254.79999999999995,9,0,0.5,2.6,1.9,0,1,0,2014-03-01,Gibraltar,Faroe Islands
-134.10000000000014,-3,0,0.5,0.6,-0.30000000000000004,0,0,1,2014-03-01,Malaysia,Philippines
94.45000000000005,8,0,1.0,0.9000000000000001,0.4,1,0,2,2014-03-03,Iran,Kuwait
77.01999999999998,-1,0,0.5,1.0,0.20000000000000007,0,1,2,2014-03-05,Portugal,Cameroon
3.4099999999998545,-3,0,0.5,0.3999999999999999,0.5,0,0,0,2014-03-05,Poland,Scotland
79.38000000000011,-1,1,0.5,2.1,0.7000000000000001,0,0,0,2014-03-05,Philippines,Azerbaijan
-54.569999999999936,-7,0,0.5,-0.5999999999999999,0.29999999999999993,0,0,1,2014-03-05,Namibia,Tanzania
-73.72000000000003,1,0,0.5,0.09999999999999987,1.1,0,1,1,2014-03-05,Mozambique,Angola
64.69000000000005,3,0,0.5,-0.3,1.9,0,0,1,2014-03-05,Mauritania,Niger
-129.7900000000002,-4,0,0.5,0.0,-0.3999999999999999,0,0,2,2014-03-05,Montenegro,Ghana
72.25,9,0,1.0,1.4000000000000001,0.19999999999999996,1,0,1,2014-03-05,Qatar,Bahrain
-62.51999999999998,-7,1,0.5,0.5999999999999999,0.30000000000000004,0,0,1,2014-03-05,Mali,Senegal
-56.320000000000164,-4,0,0.5,0.8999999999999999,0.3999999999999999,0,0,0,2014-03-05,Malawi,Zimbabwe
57.33999999999992,2,0,0.5,0.7,0.9999999999999998,0,0,2,2014-03-05,North Macedonia,Latvia
27.15000000000009,3,0,0.5,0.9999999999999999,0.3999999999999999,0,0,1,2014-03-05,Morocco,Gabon
-154.32000000000016,-3,0,0.5,0.0,0.19999999999999996,0,0,1,2014-03-05,Romania,Argentina
-3.1700000000000728,0,0,0.5,-0.9000000000000001,0.5,0,0,2,2014-03-05,Wales,Iceland
68.54999999999995,1,0,1.0,0.7,1.5,1,1,2,2014-03-05,Saudi Arabia,Indonesia
-194.98000000000002,-5,0,0.5,-0.5999999999999999,-0.09999999999999998,0,0,0,2014-03-05,South Africa,Brazil
144.01,3,0,0.5,0.8999999999999999,0.6000000000000001,0,1,2,2014-03-05,Spain,Italy
-60.41000000000008,7,0,0.5,1.4777777777777776,-2.011111111111111,0,0,0,2014-03-05,Saint Lucia,Jamaica
27.87000000000012,3,0,0.5,0.30000000000000004,-0.09999999999999987,0,1,1,2014-03-05,Switzerland,Croatia
44.05000000000018,1,0,1.0,1.5,0.09999999999999987,1,0,0,2014-03-05,Thailand,Lebanon
-104.27999999999997,6,0,0.5,0.0,-0.19999999999999996,0,0,2,2014-03-05,Turkey,Sweden
-93.17000000000007,0,1,0.5,0.10000000000000009,1.2,0,0,2,2014-03-05,Ukraine,United States
-78.42000000000007,-4,0,1.0,0.10000000000000009,0.9,1,0,1,2014-03-05,Uzbekistan,United Arab Emirates
-6.039999999999964,-1,0,1.0,0.7,0.6,1,1,2,2014-03-05,Vietnam,Hong Kong
-175.04999999999995,-4,0,0.5,-0.29999999999999993,-1.1,0,0,1,2014-03-05,Luxembourg,Cape Verde
-119.96000000000004,-2,1,1.0,-0.19999999999999996,-0.5,1,0,0,2014-03-05,Yemen,Malaysia
-42.960000000000036,-1,0,0.5,1.0999999999999999,0.7,0,1,2,2014-03-05,Zambia,Uganda
155.3499999999999,4,0,0.5,0.10000000000000009,0.30000000000000004,0,1,2,2014-03-05,Russia,Armenia
-1.490000000000009,-4,0,0.5,,,0,0,1,2014-03-05,Kosovo,Haiti
113.73000000000002,-2,0,1.0,-0.10000000000000009,1.7,1,1,2,2014-03-05,Oman,Singapore
175.23000000000002,6,0,1.0,0.0,0.5,1,1,2,2014-03-05,Jordan,Syria
101.82999999999993,-1,0,0.5,0.5999999999999999,1.5,0,0,2,2014-03-05,Albania,Malta
72.18000000000006,-2,0,0.5,0.19999999999999996,0.5,0,0,2,2014-03-05,Algeria,Slovenia
-144.95000000000005,-3,0,0.5,-0.7000000000000001,-0.5,0,0,0,2014-03-05,Andorra,Moldova
12.920000000000073,0,1,0.5,2.1,0.6,0,0,0,2014-03-05,Australia,Ecuador
-141.51000000000022,-1,0,0.5,0.0,0.5999999999999999,0,0,1,2014-03-05,Austria,Uruguay
-53.32999999999993,-1,0,0.5,-0.3999999999999999,0.19999999999999996,0,0,1,2014-03-05,Belgium,Ivory Coast
-69.44000000000005,-3,1,0.5,1.0999999999999999,1.1,0,0,0,2014-03-05,Bosnia and Herzegovina,Egypt
87.07999999999993,9,0,0.5,0.8999999999999999,1.3,0,0,2,2014-03-05,Botswana,South Sudan
-53.37999999999988,-1,0,0.5,0.10000000000000009,0.09999999999999987,0,0,2,2014-03-05,Bulgaria,Belarus
144.51999999999998,6,1,0.5,1.8571428571428572,1.7285714285714284,0,0,1,2014-03-05,Burkina Faso,Comoros
83.58000000000015,0,0,0.5,1.7,0.0,0,1,1,2014-03-05,Burundi,Rwanda
-13.25,0,0,0.5,0.0,0.5999999999999999,0,0,1,2014-03-05,Cyprus,Northern Ireland
82.56000000000017,5,0,0.5,-0.30000000000000004,0.30000000000000004,0,0,1,2014-03-05,Czech Republic,Norway
94.29999999999995,0,1,0.5,0.9999999999999998,1.2999999999999998,0,0,1,2014-03-05,Colombia,Tunisia
-41.75999999999999,1,0,0.5,-0.2999999999999998,0.40000000000000013,0,0,2,2014-03-05,France,Netherlands
65.95000000000005,3,0,0.5,0.7000000000000002,-0.40000000000000013,0,0,2,2014-03-05,Japan,New Zealand
-3.480000000000018,-2,0,0.5,0.7000000000000001,-0.8999999999999999,0,0,0,2014-03-05,Israel,Slovakia
26.320000000000164,-4,0,0.5,1.4,-0.10000000000000009,0,0,0,2014-03-05,Republic of Ireland,Serbia
-56.88000000000011,-3,1,1.0,-0.19999999999999996,1.3,1,2,2,2014-03-05,Iraq,China
111.97000000000003,-6,0,0.5,0.6000000000000001,0.4,0,1,2,2014-03-05,England,Denmark
47.40000000000009,1,0,0.5,0.8,0.7,0,0,1,2014-03-05,India,Bangladesh
165.57000000000016,7,0,0.5,0.8999999999999999,0.7999999999999999,0,0,0,2014-03-05,Iran,Guinea
76.66999999999985,7,0,0.5,0.19999999999999996,1.7000000000000002,0,0,0,2014-03-05,Greece,South Korea
28.12999999999988,0,1,0.5,0.20000000000000007,0.8,0,0,1,2014-03-05,Kazakhstan,Lithuania
68.02999999999997,1,0,0.5,1.7,0.3500000000000001,0,0,0,2014-03-05,Gibraltar,Estonia
65.59999999999991,3,0,0.5,1.3000000000000003,0.5,0,0,2,2014-03-05,Germany,Chile
153.77999999999997,1,0,0.5,0.49999999999999994,1.9,0,0,2,2014-03-05,Georgia,Liechtenstein
22.539999999999964,2,0,0.5,0.5999999999999999,-0.10000000000000009,0,1,0,2014-03-05,Hungary,Finland
80.87999999999988,6,0,0.5,0.5,1.0999999999999999,0,2,0,2014-03-07,Lesotho,Eswatini
41.559999999999945,0,0,0.5,0.4,0.9999999999999998,0,2,1,2014-03-09,Lesotho,Eswatini
-229.97000000000003,-10,0,1.0,-3.1666666666666665,-3.875,1,0,0,2014-03-15,Alderney,Guernsey
-162.69000000000005,5,0,0.5,0.30000000000000004,-2.3,0,0,1,2014-03-19,Saint Lucia,Martinique
-135.10000000000014,-7,1,0.5,0.0,0.0,0,0,2,2014-03-25,Yemen,Nepal
-198.1400000000001,-4,1,0.5,-0.3,0.2999999999999998,0,0,0,2014-03-26,Andorra,Indonesia
-2.4300000000000637,-3,0,0.5,1.1,-0.10000000000000009,0,0,1,2014-03-27,Aruba,Guam
28.279999999999973,0,1,0.5,1.2000000000000002,1.0999999999999999,0,0,2,2014-03-29,Cuba,Indonesia
-2.209999999999809,-3,0,0.5,1.1,0.10000000000000009,0,0,2,2014-03-30,Aruba,Guam
18.40000000000009,-6,0,0.5,,,0,0,2,2014-04-06,Ellan Vannin,Monaco
50.32999999999993,3,0,1.0,0.05555555555555558,2.1666666666666665,1,0,2,2014-04-12,Mauritania,Mauritius
147.20000000000005,12,1,0.5,0.4285714285714286,2.3142857142857145,0,0,1,2014-04-13,Afghanistan,Kyrgyzstan
-115.27999999999997,-1,1,0.5,0.15555555555555556,0.4222222222222223,0,0,1,2014-04-15,Yemen,Chad
55.98000000000002,1,0,0.5,1.0857142857142856,0.8,0,1,2,2014-04-17,Guadeloupe,French Guiana
-77.73000000000002,-6,0,1.0,1.2000000000000002,-0.3999999999999999,1,0,0,2014-04-20,Mauritius,Mauritania
13.899999999999864,2,0,0.5,0.40000000000000013,0.4,0,1,0,2014-04-26,Tanzania,Burundi
92.04000000000019,1,0,0.5,1.7,1.1,0,0,1,2014-04-27,Philippines,Malaysia
9.589999999999918,-5,1,1.0,0.0,0.09999999999999964,1,0,0,2014-05-02,Grenada,Saint Lucia
38.899999999999864,5,0,1.0,-0.033333333333333326,-0.6000000000000001,1,0,0,2014-05-04,Dominica,Grenada
-31.86999999999989,1,1,0.5,-0.5,-1.0,0,1,1,2014-05-05,Sealand,Chagos Islands
-15.190000000000055,-6,0,0.5,,,0,0,0,2014-05-10,Vatican City,Monaco
-148.05999999999995,-6,0,1.0,0.20000000000000007,0.3999999999999999,1,0,2,2014-05-10,Palestine,Jordan
-86.30999999999995,-6,0,1.0,-1.9142857142857144,0.05714285714285705,1,0,0,2014-05-11,Jersey,Guernsey
17.24000000000001,1,1,1.0,0.75,3.0,1,0,2,2014-05-11,Pakistan,Sri Lanka
134.39999999999986,9,1,0.5,0.25,2.25,0,0,2,2014-05-12,Afghanistan,Kyrgyzstan
214.39999999999986,6,0,0.5,1.1,-0.3999999999999999,0,0,1,2014-05-13,Germany,Poland
13.769999999999982,-7,0,0.5,-0.40000000000000013,0.6000000000000001,0,0,2,2014-05-14,Kuwait,Afghanistan
187.58999999999992,-2,1,1.0,0.30000000000000004,0.7999999999999999,1,0,2,2014-05-14,Jordan,Pakistan
132.05000000000018,1,0,1.0,0.8777777777777779,3.188888888888889,1,0,2,2014-05-14,Palestine,Sri Lanka
183.74,2,0,0.5,0.8,1.6,0,0,1,2014-05-16,Kuwait,Kyrgyzstan
102.69999999999982,1,0,1.0,0.6,1.0,1,0,2,2014-05-17,Palestine,Pakistan
-253.55999999999995,-7,1,1.0,1.0999999999999999,-0.2999999999999998,1,0,0,2014-05-17,Sri Lanka,Jordan
18.339999999999918,-5,1,0.5,,,0,0,1,2014-05-17,Somaliland,Sealand
50.72000000000003,4,0,1.0,-0.30000000000000004,-0.3999999999999999,1,0,0,2014-05-17,São Tomé and Príncipe,Benin
48.75,0,0,0.5,1.0999999999999999,0.7999999999999999,0,0,1,2014-05-17,Netherlands,Ecuador
-32.5,-3,0,1.0,-0.4999999999999999,0.6000000000000001,1,0,2,2014-05-17,Namibia,Congo
30.970000000000027,9,0,1.0,0.0,1.888888888888889,1,0,2,2014-05-17,Mauritania,Equatorial Guinea
17.04000000000019,1,0,1.0,0.9999999999999999,0.7,1,2,2,2014-05-17,Malawi,Chad
-32.929999999999836,-8,0,1.0,0.20000000000000007,0.2999999999999998,1,0,2,2014-05-18,Tanzania,Zimbabwe
51.549999999999955,9,0,1.0,0.9,2.2,1,0,2,2014-05-18,Mozambique,South Sudan
-164.8800000000001,-7,0,1.0,-0.275,0.44999999999999996,1,0,2,2014-05-18,Madagascar,Uganda
195.8499999999999,4,1,1.0,0.9,0.6000000000000001,1,2,1,2014-05-18,Libya,Rwanda
87.44000000000005,2,0,1.0,0.0,1.7,1,0,2,2014-05-18,Liberia,Lesotho
-21.49000000000001,-5,0,1.0,0.9,1.3000000000000003,1,0,1,2014-05-18,Burundi,Botswana
-139.56999999999994,-1,0,1.0,-0.3,-0.09999999999999987,1,0,1,2014-05-18,Eswatini,Sierra Leone
23.50999999999999,0,1,1.0,0.2678571428571429,0.5535714285714286,1,0,1,2014-05-18,Central African Republic,Guinea-Bissau
162.32999999999993,14,0,1.0,1.25,1.75,1,0,2,2014-05-18,Kenya,Comoros
-170.69999999999982,-8,1,0.5,0.0,-0.6000000000000001,0,0,1,2014-05-18,Belarus,Iran
16.3900000000001,-3,0,1.0,1.8000000000000003,1.4999999999999998,1,0,0,2014-05-19,Maldives,Myanmar
125.86000000000013,7,1,1.0,0.19999999999999996,2.0,1,0,2,2014-05-19,Palestine,Kyrgyzstan
-85.29999999999995,1,0,1.0,0.19999999999999996,0.19999999999999996,1,1,2,2014-05-20,Palestine,Jordan
153.97000000000003,4,1,1.0,1.1222222222222222,1.4222222222222225,1,1,2,2014-05-20,Turkmenistan,Laos
-41.62000000000012,-4,0,0.5,0.5,0.3999999999999999,0,1,1,2014-05-20,French Guiana,Suriname
-38.07999999999993,-5,1,1.0,-0.30000000000000027,1.0,1,0,1,2014-05-20,Philippines,Afghanistan
-21.2199999999998,-2,0,0.5,1.0,0.7,0,0,1,2014-05-21,Burkina Faso,Senegal
-112.76999999999998,-5,1,1.0,-0.5999999999999999,0.6000000000000001,1,0,0,2014-05-21,Myanmar,Palestine
-0.8500000000001364,-2,0,0.5,-0.19999999999999996,-0.7,0,1,1,2014-05-21,Finland,Czech Republic
-69.67000000000007,-11,0,0.5,-1.7,1.2,0,0,0,2014-05-21,Kosovo,Turkey
-212.76999999999998,-5,0,0.5,-0.5000000000000001,-0.8,0,0,0,2014-05-21,Liechtenstein,Belarus
36.710000000000036,-2,0,1.0,1.5999999999999999,1.2999999999999998,1,1,2,2014-05-21,Maldives,Kyrgyzstan
238.49,9,0,0.5,1.4,1.7,0,0,2,2014-05-22,Ukraine,Niger
-112.76999999999998,0,1,1.0,1.5,-1.0999999999999999,1,1,0,2014-05-22,Laos,Philippines
-25.300000000000182,-4,1,1.0,-0.33333333333333326,1.1111111111111112,1,0,2,2014-05-22,Afghanistan,Turkmenistan
3.5599999999999454,-4,0,0.5,0.5,-0.09999999999999987,0,0,1,2014-05-22,Hungary,Denmark
43.50999999999999,5,1,0.5,1.0,1.1,0,0,1,2014-05-23,Bulgaria,Canada
-57.16000000000008,-5,1,1.0,-0.02857142857142858,0.22857142857142865,1,0,2,2014-05-23,Kyrgyzstan,Myanmar
-126.53999999999996,-12,0,1.0,0.5,-0.09999999999999998,1,0,1,2014-05-23,Maldives,Palestine
-27.679999999999836,1,0,0.5,-0.8999999999999999,0.10000000000000009,0,0,2,2014-05-23,Slovakia,Montenegro
175.49,7,1,1.0,0.2999999999999998,2.2,1,0,1,2014-05-24,Afghanistan,Laos
-128.12000000000012,-4,1,0.5,-0.09999999999999987,-0.5,0,0,2,2014-05-24,Moldova,Saudi Arabia
31.74000000000001,3,1,1.0,1.8,0.19999999999999996,1,1,0,2014-05-24,Turkmenistan,Philippines
-37.6099999999999,-5,0,0.5,0.0,-0.19999999999999996,0,0,0,2014-05-25,Republic of Ireland,Turkey
-49.62999999999988,-5,1,0.5,-0.7,-1.7,0,0,0,2014-05-25,Kosovo,Senegal
-64.94000000000005,-9,1,0.5,0.5,0.2999999999999998,0,1,0,2014-05-25,Mali,Guinea
-87.9699999999998,-2,0,0.5,0.19999999999999996,-0.5,0,0,1,2014-05-25,Thailand,Kuwait
-139.26,-4,1,0.5,0.30000000000000004,-1.0,0,0,1,2014-05-26,Montenegro,Iran
117.49000000000001,0,0,0.5,0.7999999999999998,0.40000000000000013,0,1,2,2014-05-26,Russia,Slovakia
-132.18999999999983,-2,1,0.5,1.2000000000000002,-0.2999999999999998,0,0,0,2014-05-26,North Macedonia,Cameroon
266.0,1,0,0.5,0.8,1.6999999999999997,0,0,2,2014-05-26,Belgium,Luxembourg
-29.84999999999991,5,0,0.5,-3.1,0.1333333333333333,0,1,1,2014-05-26,Estonia,Gibraltar
-3.8099999999999454,-1,0,0.5,1.6,-0.6000000000000001,0,0,1,2014-05-26,Australia,South Africa
-76.6099999999999,-9,1,0.5,-0.10000000000000009,-0.09999999999999987,0,0,0,2014-05-26,Jamaica,Serbia
-219.45000000000005,-6,1,0.5,-0.40000000000000013,-0.10000000000000009,0,0,2,2014-05-27,Armenia,United Arab Emirates
173.8900000000001,8,0,0.5,0.7000000000000002,0.7999999999999999,0,0,2,2014-05-27,France,Norway
299.6099999999999,5,0,0.5,1.9000000000000001,-0.10000000000000009,0,0,2,2014-05-27,Japan,Cyprus
-77.42000000000007,-4,0,1.0,1.4000000000000001,-0.09999999999999998,1,0,0,2014-05-27,Maldives,Philippines
-9.629999999999882,5,1,0.5,1.0999999999999999,1.1,0,0,1,2014-05-27,Moldova,Canada
22.12000000000012,5,1,1.0,-0.8,0.9999999999999999,1,1,2,2014-05-27,Palestine,Afghanistan
37.799999999999955,3,0,0.5,0.6499999999999999,0.825,0,1,2,2014-05-27,Suriname,French Guiana
52.539999999999964,-1,0,0.5,0.7000000000000001,0.30000000000000004,0,1,2,2014-05-27,Tanzania,Malawi
20.419999999999845,4,0,0.5,0.8,0.0,0,0,0,2014-05-27,Uzbekistan,Oman
91.33000000000015,-3,1,0.5,0.8999999999999999,0.6000000000000001,0,0,1,2014-05-28,Nigeria,Scotland
16.610000000000127,-2,0,0.5,-0.09999999999999987,0.8,0,0,0,2014-05-28,South Korea,Tunisia
15.019999999999982,2,1,0.5,0.5,0.7999999999999999,0,0,2,2014-05-28,Angola,Morocco
-85.31999999999994,2,0,0.5,0.19999999999999996,-0.5,0,1,2,2014-05-28,Denmark,Sweden
55.17000000000007,5,1,0.5,0.8000000000000003,1.7999999999999998,0,0,0,2014-05-29,Cameroon,Paraguay
186.07999999999993,-2,1,1.0,0.10000000000000009,0.7,1,0,0,2014-05-29,Finland,Lithuania
-50.179999999999836,-1,1,0.5,-0.20000000000000007,0.3999999999999999,0,0,2,2014-05-29,Georgia,Saudi Arabia
-99.00999999999999,-9,0,1.0,0.5,0.5,1,0,1,2014-05-29,Latvia,Estonia
-90.76999999999998,-1,0,1.0,0.5999999999999999,0.5,1,0,1,2014-05-29,Maldives,Afghanistan
-13.459999999999809,1,0,0.5,0.9000000000000001,0.0,0,0,0,2014-05-29,Uzbekistan,Oman
43.049999999999955,-7,0,0.5,,,0,0,2,2014-05-29,Franconia,Raetia
-53.65000000000009,-7,0,0.5,0.30000000000000004,-0.8,0,0,1,2014-05-30,New Zealand,South Africa
322.21000000000004,6,0,0.5,1.9,0.9999999999999999,0,0,2,2014-05-30,Uruguay,Northern Ireland
160.51,6,0,0.5,1.0,-0.2999999999999998,0,0,2,2014-05-30,Switzerland,Jamaica
341.49,9,0,0.5,1.7,2.1999999999999997,0,0,2,2014-05-30,Spain,Bolivia
-78.82999999999993,-9,1,1.0,0.16666666666666663,0.0,1,0,1,2014-05-30,South Sudan,Mozambique
40.450000000000045,2,1,1.0,0.3999999999999999,0.7,1,0,2,2014-05-30,Palestine,Philippines
-0.4900000000000091,3,0,1.0,0.4,-1.0666666666666673,1,0,2,2014-05-30,Montserrat,United States Virgin Islands
-115.00999999999999,2,1,0.5,0.19999999999999996,0.0,0,0,1,2014-05-30,Angola,Iran
55.17000000000007,-2,1,1.0,1.6999999999999997,6.3,1,0,2,2014-05-30,French Guiana,British Virgin Islands
147.1300000000001,8,0,0.5,1.5000000000000002,0.8,0,0,2,2014-05-30,England,Peru
-180.3699999999999,-14,0,1.0,0.0,0.20000000000000018,1,0,1,2014-05-30,Comoros,Kenya
-93.68000000000006,3,1,0.5,0.2999999999999998,0.19999999999999996,0,0,2,2014-05-30,Bosnia and Herzegovina,Ivory Coast
96.45000000000005,8,0,0.5,0.19999999999999996,0.9999999999999999,0,0,1,2014-05-30,Austria,Iceland
-25.720000000000027,4,0,1.0,2.0,4.222222222222222,1,0,2,2014-05-30,Aruba,Turks and Caicos Islands
-151.66999999999985,-10,1,0.5,0.3999999999999999,0.0,0,0,1,2014-05-30,North Macedonia,Qatar
118.74000000000001,1,0,1.0,1.0857142857142859,2.1714285714285717,1,0,2,2014-05-31,Uganda,Madagascar
127.36999999999989,0,0,1.0,1.6,1.0499999999999998,1,0,2,2014-05-31,Sierra Leone,Eswatini
-179.51,-1,0,1.0,0.0,-0.30000000000000004,1,0,2,2014-05-31,Rwanda,Libya
41.47999999999979,3,0,0.5,0.5,0.40000000000000013,0,0,1,2014-05-31,Portugal,Greece
-174.47000000000003,-7,0,0.5,-0.6,-0.8999999999999999,0,0,1,2014-05-31,Norway,Russia
43.23000000000002,0,0,0.5,1.2,0.8999999999999999,0,1,2,2014-05-31,Netherlands,Ghana
42.58999999999992,6,1,0.5,0.8,0.4999999999999999,0,0,2,2014-05-31,Mexico,Ecuador
-31.12999999999988,-6,0,1.0,0.2999999999999998,0.7,1,2,2,2014-05-31,Latvia,Lithuania
-21.34999999999991,0,0,1.0,0.13333333333333341,1.2000000000000002,1,0,2,2014-05-31,Guinea-Bissau,Central African Republic
79.42000000000007,-5,1,1.0,0.10000000000000009,0.19999999999999996,1,1,2,2014-05-31,Finland,Estonia
131.12999999999988,4,0,0.5,0.4999999999999999,0.29999999999999993,0,0,2,2014-05-31,Croatia,Mali
122.26999999999998,3,1,0.5,0.8999999999999999,0.7999999999999999,0,1,1,2014-05-31,Colombia,Senegal
-33.87999999999988,-1,0,1.0,0.85,-0.55,1,1,2,2014-05-31,Chad,Malawi
-103.26999999999998,-3,1,0.5,0.5,-0.3999999999999999,0,0,0,2014-05-31,Armenia,Algeria
-99.83999999999992,-3,1,0.5,-0.09999999999999987,0.4999999999999999,0,0,0,2014-05-31,Albania,Romania
99.95000000000005,-3,1,0.5,1.4000000000000001,-0.6,0,1,1,2014-05-31,Italy,Republic of Ireland
-30.430000000000064,-4,1,1.0,-1.5555555555555556,-2.0,1,0,0,2014-06-01,Turks and Caicos Islands,French Guiana
98.86000000000013,-8,0,0.5,0.7000000000000002,0.6,0,1,2,2014-06-01,United States,Turkey
-51.25,-4,1,1.0,-1.25,-1.1,1,0,0,2014-06-01,United States Virgin Islands,Bonaire
-15.690000000000055,2,0,1.0,1.0999999999999999,0.0,1,1,1,2014-06-01,Zimbabwe,Tanzania
-98.55999999999995,-12,1,1.0,-1.3333333333333333,-17.666666666666668,1,0,0,2014-06-01,Darfur,Padania
-0.849999999999909,-1,1,1.0,9.0,1.0,1,0,2,2014-06-01,Ellan Vannin,Artsakh
-112.43000000000006,-11,1,1.0,-2.571428571428571,0.3571428571428571,1,0,1,2014-06-01,Abkhazia,Occitania
87.52999999999997,12,1,1.0,,,1,0,0,2014-06-01,Iraqi Kurdistan,Arameans Suryoye
-15.320000000000164,1,0,0.5,0.30000000000000004,-0.8,0,0,0,2014-06-01,Sweden,Belgium
19.50999999999999,5,0,1.0,0.4999999999999999,0.09999999999999998,1,0,2,2014-06-01,Botswana,Burundi
94.09999999999991,3,1,0.5,-0.3999999999999999,-0.30000000000000004,0,0,0,2014-06-01,Honduras,Israel
172.52999999999997,4,0,0.5,1.6999999999999997,-0.4,0,0,1,2014-06-01,Germany,Cameroon
116.19000000000005,5,0,0.5,1.1,1.5,0,0,1,2014-06-01,France,Paraguay
-60.13000000000011,-9,0,1.0,0.4,-0.7,1,0,2,2014-06-01,Equatorial Guinea,Mauritania
-2.480000000000018,-3,0,1.0,0.42500000000000004,-0.30000000000000004,1,0,2,2014-06-01,Congo,Namibia
-14.079999999999927,0,0,1.0,0.0,0.3333333333333335,1,1,2,2014-06-01,Benin,São Tomé and Príncipe
60.340000000000146,4,0,1.0,1.4,5.9,1,0,2,2014-06-01,Aruba,British Virgin Islands
-111.55999999999995,-2,0,1.0,0.20000000000000007,1.0999999999999999,1,0,2,2014-06-01,Lesotho,Liberia
31.190000000000055,6,1,1.0,,,1,0,2,2014-06-02,Ellan Vannin,County of Nice
-44.059999999999945,0,1,1.0,0.0,-16.0,1,0,0,2014-06-02,Darfur,South Ossetia
-65.3900000000001,-7,1,0.5,0.20000000000000018,1.5,0,0,0,2014-06-02,Costa Rica,Japan
-27.50999999999999,6,1,1.0,-0.6666666666666667,-1.6666666666666665,1,0,0,2014-06-02,Tamil Eelam,Arameans Suryoye
-19.690000000000055,-5,0,1.0,,,1,0,0,2014-06-02,Sápmi,Abkhazia
109.03999999999996,9,0,0.5,1.1,0.7,0,0,2,2014-06-03,Switzerland,Peru
14.529999999999973,4,1,1.0,1.0,4.0,1,0,0,2014-06-03,Artsakh,County of Nice
-137.21000000000004,-13,0,1.0,-3.125,-1.125,1,0,0,2014-06-03,Sápmi,Occitania
-89.87999999999988,-3,1,1.0,,,1,0,0,2014-06-03,Tamil Eelam,Iraqi Kurdistan
80.55999999999995,3,1,0.5,0.10000000000000009,-0.4,0,2,0,2014-06-03,Mexico,Bosnia and Herzegovina
-63.680000000000064,-12,1,1.0,,,1,0,0,2014-06-03,South Ossetia,Padania
